#CODE	ENGLISH	ENGLISH
AIREASON_ALL_HELP_IS_APPRECIATED	All help is appreciated	All help is appreciated
EVTOPTA100252	I don't want to hear your opinion, just leave me alone	I don't want to hear your opinion, just leave me alone
EVTDESC100253	I received neither encouragement nor discouragement from [From.GetTitledFirstName] and was left alone to struggle with my confused feelings about celibacy and hedonism.	I received neither encouragement nor discouragement from [From.GetTitledFirstName] and was left alone to struggle with my confused feelings about celibacy and hedonism.
EVTOPTA100253	What to do, what to choose...	What to do, what to choose...
EVTDESC100254	Imagine all the pleasures in the world, good food and wine, the touch of skin on skin... To be celibate is to abstain for nearly all worldly pleasures, all for a chance of going to Heaven when you die. So ask yourself: a lifetime of pleasures or perhaps Heaven when you die?'[From.GetTitledFirstName] was very convincing when [From.GetSheHe] talked about hedonism...	Imagine all the pleasures in the world, good food and wine, the touch of skin on skin... To be celibate is to abstain for nearly all worldly pleasures, all for a chance of going to Heaven when you die. So ask yourself: a lifetime of pleasures or perhaps Heaven when you die?'[From.GetTitledFirstName] was very convincing when [From.GetSheHe] talked about hedonism...
EVTOPTA100254	Pleasures in this life! Heaven can wait, I want it now!	Pleasures in this life! Heaven can wait, I want it now!
EVTTOOLTIP5061	Onwards - to Hedonism!	Onwards - to Hedonism!
EVTOPTB100253	I'd rather be rewarded in Heaven	I'd rather be rewarded in Heaven
EVTDESC100260	Books have always fascinated me and when I heard that a friend of mine is a scholar and member of a small group of people dedicated to studying books, discussing them and learning more about our world through philosophy and science I knew I had to know more!	Books have always fascinated me and when I heard that a friend of mine is a scholar and member of a small group of people dedicated to studying books, discussing them and learning more about our world through philosophy and science I knew I had to know more!
EVTOPTA100260	My friend, tell me more about the scholars!	My friend, tell me more about the scholars!
EVTTOOLTIP100261	is glad [Root.GetTitledFirstName] takes an interest to scholarly matters	is glad [Root.GetTitledFirstName] takes an interest to scholarly matters
EVTOPTB100260	It sounds incredibly boring	It sounds incredibly boring
EVTTOOLTIP100262	did not ask for [Root.GetTitledFirstName] opinion about [This.GetHerHis] scholarly lifestyle	did not ask for [Root.GetTitledFirstName] opinion about [This.GetHerHis] scholarly lifestyle
EVTOPTC100260	I need more time to study so I can impress the group of scholars!	I need more time to study so I can impress the group of scholars!
EVTDESC100261	Being a scholar means you have a great interest in philosophy, science and theology and a willingness to spend hours with dusty old books just to confirm what you already know or discover you were wrong. I was more than happy to talk to [From.GetTitledFirstName] about what being a scholar meant for me and why I choose it...	Being a scholar means you have a great interest in philosophy, science and theology and a willingness to spend hours with dusty old books just to confirm what you already know or discover you were wrong. I was more than happy to talk to [From.GetTitledFirstName] about what being a scholar meant for me and why I choose it...
EVTOPTA100261	Being a scholar requires dedication, and you don't have it	Being a scholar requires dedication, and you don't have it
EVTTOOLTIP100263	can't believe [Root.GetTitledFirstName] don't think [This.GetSheHe] would be dedicated enough to be a scholar	can't believe [Root.GetTitledFirstName] don't think [This.GetSheHe] would be dedicated enough to be a scholar
EVTOPTB100261	Let me tell you why I became a scholar and then you can decide	Let me tell you why I became a scholar and then you can decide
EVTTOOLTIP100264	listens intently as [Root.GetTitledFirstName] tells [This.GetHerHim] why [Root.GetSheHe] became a scholar	listens intently as [Root.GetTitledFirstName] tells [This.GetHerHim] why [Root.GetSheHe] became a scholar
EVTDESC100262	I never asked for [From.GetTitledFirstName] opinion about me being a scholar, about my love and passion for books, philosophy, science and theology. The choice I made is one I am proud of and no one, not even my friend, shall take away my pride of being a scholar!	I never asked for [From.GetTitledFirstName] opinion about me being a scholar, about my love and passion for books, philosophy, science and theology. The choice I made is one I am proud of and no one, not even my friend, shall take away my pride of being a scholar!
EVTOPTA100262	So stop bedraggling my lifestyle [From.GetFirstName]!	So stop bedraggling my lifestyle [From.GetFirstName]!
EVTDESC100263	I couldn't resist yawning when [From.GetTitledFirstName] talked about philosophy, theology and science which earned me a sharp reprimand from [From.GetHerHim]. [From.GetTitledFirstName] refused to tell me more, I tried blaming the yawn on too little sleep but [From.GetSheHe] did not believe me.	I couldn't resist yawning when [From.GetTitledFirstName] talked about philosophy, theology and science which earned me a sharp reprimand from [From.GetHerHim]. [From.GetTitledFirstName] refused to tell me more, I tried blaming the yawn on too little sleep but [From.GetSheHe] did not believe me.
EVTOPTA100263	It was rather boring...	It was rather boring...
EVTDESC100264	The more [From.GetTitledFirstName] told me about philosophy, science and theology the more I felt like this was a subject I could immerse myself in until I die without having more than brushed upon the vast amount of knowledge found in books and other scholars.	The more [From.GetTitledFirstName] told me about philosophy, science and theology the more I felt like this was a subject I could immerse myself in until I die without having more than brushed upon the vast amount of knowledge found in books and other scholars.
EVTOPTA100264	I want this! I want the books, the philosophy - everything!	I want this! I want the books, the philosophy - everything!
EVTTOOLTIP5000	Scholar - or Mystic?	Scholar - or Mystic?
EVTOPTB100263	I am not quite ready yet	I am not quite ready yet
opinion_not_abandon_friendship	Did Not Abandon Friendship	Did Not Abandon Friendship
EVTDESC100350	I don't recognize my friend anymore, the things we had in common when we first met and became friends have changed and vanished. Whenever I meet my friend I ask myself: 'Is this the person I want to be friends with? Can we really be friends despite all our differences?'	I don't recognize my friend anymore, the things we had in common when we first met and became friends has changed and vanished. Whenever I meet my friend I ask myself: 'Is this the person I want to be friends with? Can we really be friends despite all our differences?'
EVTOPTA100350	We have drifted apart	We have drifted apart
EVTTOOLTIP100351	[Root.GetTitledFirstName] and [This.GetTitledFirstName] is no longer friends	[Root.GetTitledFirstName] and [This.GetTitledFirstName] is no longer friends
EVTOPTB100350	Tell me, do you think we still can be friends?	Tell me, do you think we still can be friends?
EVTTOOLTIP100352	Will [Root.GetTitledFirstName] and [This.GetTitledFirstName] still be friends despite their differences?	Will [Root.GetTitledFirstName] and [This.GetTitledFirstName] still be friends despite their differences?
EVTOPTC100350	No! You are my friend, that won't ever change!	No! You are my friend, that won't ever change!
EVTDESC100351	I've had a good friend in [From.GetTitledFirstName] and it saddens my heart [From.GetSheHe] thinks we no longer have anything in common and the differences between us is too great an obstacle to get over.\n'I no longer see you as my friend,' [From.GetTitledFirstName] told me.	I've had a good friend in [From.GetTitledFirstName] and it saddens my heart [From.GetSheHe] thinks we no longer have anything in common and the differences between us is too great an obstacle to get over.\n'I no longer see you as my friend,' [From.GetTitledFirstName] told me.
EVTOPTA100351	I will miss you...	I will miss you...
EVTOPTB100351	If you don't want me as your friend, then you're my rival!	If you don't want me as your friend, then you're my rival!
EVTTOOLTIP100353	[Root.GetTitledFirstName] declares [This.GetTitledFirstName] to no longer be [Root.GetHerHis] friend	[Root.GetTitledFirstName] declares [This.GetTitledFirstName] to no longer be [Root.GetHerHis] friend
EVTDESC100352	I liked having you as my friend, but our differences are too great. We have nothing in common any more and I feel... I feel it would be for the best if we no longer were friends.'\n[From.GetTitledFirstName]'s words did not fall lightly from [From.GetHerHis] lips, this was something [From.GetSheHe] had thought long and hard about.	I liked having you as my friend, but our differences are too great. We have nothing in common any more and I feel... I feel it would be for the best if we no longer were friends.'\n[From.GetTitledFirstName]'s words did not fall lightly from [From.GetHerHis] lips, this was something [From.GetSheHe] had thought long and hard about.
EVTOPTA100352	If that is what you feel, then I'll respect that	If that is what you feel, then I'll respect that
EVTOPTB100352	I want to be your friend, don't throw our friendship away!	I want to be your friend, don't throw our friendship away!
EVTTOOLTIP100354	[Root.GetTitledFirstName] refuses to give up on their friendship	[Root.GetTitledFirstName] refuses to give up on their friendship
EVTDESC100353	I told [From.GetTitledFirstName] that I liked having [From.GetHerHim] as my friend, but our differences were too great. We have nothing in common any more and it would be for the best if we no longer were friends.	I told [From.GetTitledFirstName] that I liked having [From.GetHerHim] as my friend, but our differences were too great. We have nothing in common any more and it would be for the best if we no longer were friends.
EVTOPTA100353	[From.GetTitledFirstName] then declared me [From.GetHerHis] rival!	[From.GetTitledFirstName] then declared me [From.GetHerHis] rival!
EVTOPTB100353	This friendship is over	This friendship is over
EVTDESC100354	Instead of agreeing that our friendship is doomed, [From.GetTitledFirstName] told me that as long as [From.GetSheHe] lived [From.GetSheHe] would consider me a friend. All our differences, the things we no longer had in common [From.GetTitledFirstName] dismissed as us having grown up and it was time for us to find new things to talk about and strengthen our friendship with.	Instead of agreeing that our friendship is doomed, [From.GetTitledFirstName] told me that as long as [From.GetSheHe] lived [From.GetSheHe] would consider me a friend. All our differences, the things we no longer had in common [From.GetTitledFirstName] dismissed as us having grown up and it was time for us to find new things to talk about and strengthen our friendship with.
EVTOPTA100354	So... We are still friends, I guess	So... We are still friends, I guess
EVTDESC100400	The wound was still fresh, oozing blood and I paled when I saw it. My friend just joked about it but became more serious when I, appalled by the sight, asked who had caused the injury.	The wound was still fresh, oozing blood and I paled when I saw it. My friend just joked about it but became more serious when I, appalled by the sight, asked who had caused the injury.
EVTOPTA100400	Your rival?! I'll kill him!	Your rival?! I'll kill him!
EVTTOOLTIP100401	[Root.GetTitledFirstName]'s friend's rival [This.GetTitledFirstName] becomes [Root.GetTitledFirstName]'s rival also	[Root.GetTitledFirstName]'s friend's rival [This.GetTitledFirstName] becomes [Root.GetTitledFirstName]'s rival also
EVTOPTB100400	My friend's enemy is my enemy!	My friend's enemy is my enemy!
EVTOPTC100400	I won't interfere in this	I won't interfere in this
EVTTOOLTIP100402	reacts to [Root.GetTitledFirstName]'s refusal to interfere	reacts to [Root.GetTitledFirstName]'s refusal to interfere
EVTDESC100401	Without warning, [From.GetTitledFirstName] jumped me and accused me of having wounded [From.GetHerHis] friend. I defended myself the best I could and tried to calm [From.GetTitledFirstName] down so I could meet [From.GetHerHis] accusations.	Without warning, [From.GetTitledFirstName] jumped me and accused me of having wounded [From.GetHerHis] friend. I defended myself the best I could and tried to calm [From.GetTitledFirstName] down so I could meet [From.GetHerHis] accusations.
EVTOPTA100401	I barely managed to escape with my life!	I barely managed to escape with my life!
EVTDESC100402	It was a rather nasty wound but [From.GetTitledFirstName] had it all wrong. Still it was disappointing [From.GetSheHe] thought the matter too inferior for [From.GetHerHis] attention, if it had been my rival who had caused the wound of course I would have wanted [From.GetTitledFirstName] help me retaliate!	It was a rather nasty wound but [From.GetTitledFirstName] had it all wrong. Still it was disappointing [From.GetSheHe] thought the matter too inferior for [From.GetHerHis] attention, if it had been my rival who had caused the wound of course I would have wanted [From.GetTitledFirstName] help me retaliate!
EVTOPTA100402	I guess our friendship is 'inferior', too...	I guess our friendship is 'inferior', too...
opinion_revenge_seeker	Seeks Revenge	Seeks Revenge
EVTDESC100410	For too long I have ignored the constant affronts from my rival but my honor demands I ask my liege [Root.Liege.GetTitledFirstName] for permission to challenge my rival to a duel.	For too long I have ignored the constant affronts from my rival but my honor demands I ask my liege [Root.Liege.GetTitledFirstName] for permission to challenge my rival to a duel.
EVTOPTA100410	[Root.Liege.GetTitledFirstName], do I have permission for this duel?	[Root.Liege.GetTitledFirstName], do I have permission for this duel?
EVTTOOLTIPA100411	Your rival [This.GetTitledFirstName] hears about your request	Your rival [This.GetTitledFirstName] hears about your request
EVTTOOLTIPB100411	Your liege [This.GetTitledFirstName] considers your request	Your liege [This.GetTitledFirstName] considers your request
EVTOPTB100410	Have I really thought this through? I might be wounded!	Have I really thought this through? I might be wounded!
EVTDESC100411	Though I had thought [From.GetTitledFirstName] to be a more reasonable man, [From.GetHerHis] request to be allowed to duel [From.GetHerHis] rival was slightly... erratic. [From.GetTitledFirstName] claimed to be constantly subject to affronts from [From.GetHerHis] rival and asked for permission to defend [From.GetHerHis] honor.	Though I had thought [From.GetTitledFirstName] to be a more reasonable man, [From.GetHerHis] request to be allowed to duel [From.GetHerHis] rival was slightly... erratic. [From.GetTitledFirstName] claimed to be constantly subject to affronts from [From.GetHerHis] rival and asked for permission to defend [From.GetHerHis] honor.
EVTOPTA100411	Allow the duel	Allow the duel
EVTTOOLTIP100412	is very grateful for your permission to duel [This.GetHerHis] rival	is very grateful for your permission to duel [This.GetHerHis] rival
EVTOPTB100411	Disallow it, but take no further action	Disallow it, but take no further action
EVTTOOLTIP100413	accepts your refusal but is very disappointed	accepts your refusal but is very disappointed
EVTOPTC100411	Disallow it and banish the instigator	Disallow it and banish the instigator
EVTDESC100412	Although I am not entirely certain why you want to duel your rival, you clearly feel you need to defend your honor. You have my permission.'\n[From.GetTitledFirstName] graciously granted my request.	Although I am not entirely certain why you want to duel your rival, you clearly feel you need to defend your honor. You have my permission.'\n[From.GetTitledFirstName] graciously granted my request.
EVTOPTA100412	Too bad I'm only allowed to wound my rival	Too bad I'm only allowed to wound my rival
EVTTOOLTIP100415	is wounded by [Root.GetTitledFirstName] in the duel	is wounded by [Root.GetTitledFirstName] in the duel
EVTOPTB100412	I have calmed down and realized the duel is very unnecessary	I have calmed down and realized the duel is very unnecessary
EVTDESC100413	I have decided to disallow you to duel your rival with my blessing. Despite what you feel to be slights to your honor I cannot possibly allow you to duel your rival in hot blood...'\n[From.GetTitledFirstName] disregarded the slights to my honor and forbade me to duel my rival!	I have decided to disallow you to duel your rival with my blessing. Despite what you feel to be slights to your honor I cannot possibly allow you to duel your rival in hot blood...'\n[From.GetTitledFirstName] disregarded the slights to my honor and forbade me to duel my rival!
EVTOPTA100413	But... Shall I just accept the affronts?	But... Shall I just accept the affronts?
EVTDESC100414	I have decided to disallow you to duel your rival and to banish you from my realm. I cannot have vassals like you trying to duel anyone who affronts them - the mayhem caused would be time consuming and wreak havoc in my realm!'\n[From.GetTitledFirstName] banished me, for a simple duel request?!	I have decided to disallow you to duel your rival and to banish you from my realm. I cannot have vassals like you trying to duel anyone who affronts them - the mayhem caused would be time consuming and wreak havoc in my realm!'\n[From.GetTitledFirstName] banished me, for a simple duel request?!
EVTOPTA100414	This cannot be possible!	This cannot be possible!
EVTDESC100415	[From.GetTitledFirstName] had to ask permission from [From.GetHerHis] liege [From.Liege.GetTitledFirstName] in order to be able to challenge me to a duel. I accepted, of course, what else could I do?	[From.GetTitledFirstName] had to ask permission from [From.GetHerHis] liege [From.Liege.GetTitledFirstName] in order to be able to challenge me to a duel. I accepted, of course, what else could I do?
EVTOPTA100415	That bastard managed to wound me!	That bastard managed to wound me!
EVTOPTB100415	I managed to knock [From.GetHerHim] unconscious before anyone was harmed	I managed to knock [From.GetHerHim] unconscious before anyone was harmed
EVTOPTC100415	I defeated [From.GetHerHim] easily	I defeated [From.GetHerHim] easily
opinion_disgraceful	Disgraceful	Disgraceful
EVTDESC100420	I am absolutely certain my rival is cheating in the tournament! There's no way he could win his fights so easily if he wasn't cheating...	I am absolutely certain my rival is cheating in the tournament! There's no way he could win his fights so easily if he wasn't cheating...
EVTOPTA100420	[Root.Liege.GetTitledFirstName] will know what to do with the cheater!	[Root.Liege.GetTitledFirstName] will know what to do with the cheater!
EVTTOOLTIP100421	[Root.GetTitledFirstName] tells [This.GetTitledFirstName] about the cheating lord	[Root.GetTitledFirstName] tells [This.GetTitledFirstName] about the cheating lord
EVTOPTB100420	I'll confront him myself!	I'll confront him myself!
EVTTOOLTIP100422	[Root.GetTitledFirstName] confronts [Root.GetHerHis] rival [This.GetTitledFirstName]	[Root.GetTitledFirstName] confronts [Root.GetHerHis] rival [This.GetTitledFirstName]
EVTOPTC100420	Everyone must know what a cheater he is!	Everyone must know what a cheater he is!
EVTTOOLTIP100423	dislikes your slander	dislikes your slander
EVTOPTD100420	I will hold my tongue and tell no one	I will hold my tongue and tell no one
EVTDESC100421	My liege, I have proof one of the participants in the tournament is cheating!'\nThe rivalry between [From.GetTitledFirstName] and the supposed cheater is well known, but I can't imagine [From.GetTitledFirstName] would lie about something this serious!	My liege, I have proof one of the participants in the tournament is cheating!'\nThe rivalry between [From.GetTitledFirstName] and the supposed cheater is well known, but I can't imagine [From.GetTitledFirstName] would lie about something this serious!
EVTOPTA100421	Imprison the cheater!	Imprison the cheater!
EVTTOOLTIP100424	is imprisoned for cheating in the tournament	is imprisoned for cheating in the tournament
EVTOPTB100421	Banish the cheater	Banish the cheater
EVTTOOLTIP100425	is banished for cheating in the tournament	is banished for cheating in the tournament
EVTOPTC100421	I need more proof than your words, [From.GetTitledFirstName]!	I need more proof than your words, [From.GetTitledFirstName]!
EVTDESC100422	The tournament was well on its way when [From.GetTitledFirstName], aggravated by [From.GetHerHis] losses at the list field where we both took part in the jousting, accused me of cheating and presented a ridiculous theory [From.GetSheHe] claimed proved I cheated!	The tournament was well on its way when [From.GetTitledFirstName], aggravated by [From.GetHerHis] losses at the list field where we both took part in the jousting, accused me of cheating and presented a ridiculous theory [From.GetSheHe] claimed proved I cheated!
EVTOPTA100422	I won every match fair and square!	I won every match fair and square!
EVTOPTB100422	Your 'evidence' is dishonoring, I challenge you to a duel!	Your 'evidence' is dishonoring, I challenge you to a duel!
EVTTOOLTIP100427	is challenged to a duel	is challenged to a duel
EVTDESC100423	Everyone at the tournament [From.Liege.GetTitledFirstName] hosted heard [From.GetTitledFirstName] accusing me of cheating in the tournament. I did not think any one would believe [From.GetTitledFirstName]'s wild accusations, but the suspicious looks and the whispered gossip told me otherwise...	Everyone at the tournament [From.Liege.GetTitledFirstName] hosted heard [From.GetTitledFirstName] accusing me of cheating in the tournament. I did not think any one would believe [From.GetTitledFirstName]'s wild accusations, but the suspicious looks and the whispered gossip told me otherwise...
EVTOPTA100423	Gold will stop their gossiping!	Gold will stop their gossiping!
EVTOPTB100423	Why should I care what they think?	Why should I care what they think?
EVTDESC100424	[FromFrom.GetTitledFirstName] accused me of cheating in the tournament and [From.GetTitledFirstName] believed [FromFrom.GetHerHim]. I was thrown in jail based on unwarranted accusations from a rival of mine - [FromFrom.GetTitledFirstName]!	[FromFrom.GetTitledFirstName] accused me of cheating in the tournament and [From.GetTitledFirstName] believed [FromFrom.GetHerHim]. I was thrown in jail based on unwarranted accusations from a rival of mine - [FromFrom.GetTitledFirstName]!
EVTOPTA100424	I will kill you for this, [FromFrom.GetTitledFirstName]!	I will kill you for this, [FromFrom.GetTitledFirstName]!
EVTDESC100425	The false accusations from [FromFrom.GetTitledFirstName] about me cheating in the tournament was groundless but [From.GetTitledFirstName] believed every poisonous word that idiot told [From.GetHerHim]. Despite my protests and demands of a fair trial where [FromFrom.GetTitledFirstName] could present [FromFrom.GetHerHis] so-called 'evidence' [From.GetTitledFirstName] chose to banish me!	The false accusations from [FromFrom.GetTitledFirstName] about me cheating in the tournament was groundless but [From.GetTitledFirstName] believed every poisonous word that idiot told [From.GetHerHim]. Despite my protests and demands of a fair trial where [FromFrom.GetTitledFirstName] could present [FromFrom.GetHerHis] so-called 'evidence' [From.GetTitledFirstName] chose to banish me!
EVTOPTA100425	When I get back, [FromFrom.GetTitledFirstName] will never be safe again...	When I get back, [FromFrom.GetTitledFirstName] will never be safe again...
EVTDESC100426	After I told [From.GetTitledFirstName] about my rival cheating in the tournament I eagerly waited for [From.GetHerHis] reaction...	After I told [From.GetTitledFirstName] about my rival cheating in the tournament I eagerly waited for [From.GetHerHis] reaction...
EVTOPTA100426	[From.GetTitledFirstName] decided to do nothing!	[From.GetTitledFirstName] decided to do nothing!
EVTOPTB100426	[From.GetTitledFirstName] imprisoned the cheater!	[From.GetTitledFirstName] imprisoned the cheater!
EVTOPTC100426	[From.GetTitledFirstName] banished the cheater!	[From.GetTitledFirstName] banished the cheater!
EVTDESC100427	[From.GetTitledFirstName]'s face turned red and [From.GetSheHe] started sputtering swearwords when I accused [From.GetHerHim] of cheating in the tournament. I had made sure I made the accusations where as many people as possible could hear it, something I came to regret quickly when [From.GetTitledFirstName] challenged me to a duel!	[From.GetTitledFirstName]'s face turned red and [From.GetSheHe] started sputtering swearwords when I accused [From.GetHerHim] of cheating in the tournament. I had made sure I made the accusations where as many people as possible could hear it, something I came to regret quickly when [From.GetTitledFirstName] challenged me to a duel!
EVTOPTA100427	I accept, but don't you cheat this time!	I accept, but don't you cheat this time!
EVTTOOLTIP100428	defends [This.GetHerHis] honor against [Root.GetTitledFirstName]'s accusations	defends [This.GetHerHis] honor against [Root.GetTitledFirstName]'s accusations
EVTOPTB100427	I jest, I jest! Please don't hit me...	I jest, I jest! Please don't hit me...
EVTTOOLTIP100429	have never seen a more spineless creature than [Root.GetTitledFirstName]	have never seen a more spineless creature than [Root.GetTitledFirstName]
EVTDESC100428	I defended my honor in the only way possible: I challenged [From.GetTitledFirstName] to a duel in front of all the tournament participants, the spectators and our host, [From.Liege.GetTitledFirstName]. No one calls me a cheater and gets away with it!	I defended my honor in the only way possible: I challenged [From.GetTitledFirstName] to a duel in front of all the tournament participants, the spectators and our host, [From.Liege.GetTitledFirstName]. No one calls me a cheater and gets away with it!
EVTOPTA100428	I fear... I lost...	I fear... I lost...
EVTOPTB100428	I proved my innocence when [From.GetSheHe] lay unconscious on the ground by my feet	I proved my innocence when [From.GetSheHe] lay unconscious on the ground by my feet
EVTOPTC100428	I defeated [From.GetTitledFirstName] and thus proved I am not a cheater	I defeated [From.GetTitledFirstName] and thus proved I am not a cheater
EVTDESC100429	It was as I thought, [From.GetTitledFirstName] was all talk and no spine. Coward! [From.GetTitledFirstName] hastily withdrew [From.GetHerHis] unwarranted accusations when I threatened to punch [From.GetHerHis] teeth down [From.GetHerHis] throat in a duel.	It was as I thought, [From.GetTitledFirstName] was all talk and no spine. Coward! [From.GetTitledFirstName] hastily withdrew [From.GetHerHis] unwarranted accusations when I threatened to punch [From.GetHerHis] teeth down [From.GetHerHis] throat in a duel.
EVTOPTA100429	I should have done it anyway...	I should have done it anyway...
EVTDESC100440	I have great faith in [Root.Religion.GetRandomGodName] but you wonder where the world is going when heretics are trying to overturn all we ever believed in and bring us false gods! Among many others, my rival has embraced a heretical version of the [Root.Religion.GetName] faith.	I have great faith in [Root.Religion.GetRandomGodName] but you wonder where the world is going when heretics are trying to overturn all we ever believed in and bring us false gods! Among many others, my rival has embraced a heretical version of the [Root.Religion.GetName] faith.
EVTOPTA100440	Surely [Root.Religion.GetRandomGodName] needs defenders against men like him!	Surely [Root.Religion.GetRandomGodName] needs defenders against men like him!
EVTTOOLTIP100441	[Root.GetTitledFirstName] offers [Root.RelHead.GetTitledFirstName] [Root.GetHerHis] help against heretics like [Root.GetHerHis] rival	[Root.GetTitledFirstName] offers [Root.RelHead.GetTitledFirstName] [Root.GetHerHis] help against heretics like [Root.GetHerHis] rival
EVTOPTB100440	My enmity to him is quite secular, thanks	My enmity to him is quite secular, thanks
EVTOPTC100440	There might be something truthful in his views	There might be something truthful in his views
EVTDESC100441	It is with sorrow in my heart that I must tell you that an errant subject has chosen to become a heretic. I trust that Your Holiness will see to it that no one else is tempted to follow the same heretical way...'\n[From.GetTitledFirstName] warned us of a subject lead astray.	It is with sorrow in my heart that I must tell you that an errant subject has chosen to become a heretic. I trust that Your Holiness will see to it that no one else is tempted to follow the same heretical way...'\n[From.GetTitledFirstName] warned us of a subject lead astray.
EVTOPTA100441	We have no choice but to excommunicate this poor soul	We have no choice but to excommunicate this poor soul
EVTTOOLTIP100443	is sent a letter telling [This.GetTitledFirstName] [From.GetSheHe] has been excommunicated by [Root.GetTitledFirstName]	is sent a letter telling [This.GetTitledFirstName] [From.GetSheHe] has been excommunicated by [Root.GetTitledFirstName]
EVTTOOLTIP100444	is sent a letter promising [Root.GetTitledFirstName] will take care of the heretic	is sent a letter promising [Root.GetTitledFirstName] will take care of the heretic
EVTOPTB100441	We do not find this important at the moment	We do not find this important at the moment
EVTTOOLTIP100445	is sent a polite rejection letter thanking [This.GetHerHim] for the warning	is sent a polite rejection letter thanking [This.GetHerHim] for the warning
EVTDESC100442	Forgive me, [Root.Religion.GetRandomGodNameCap] for I have sinned! The heretical ways of my rival has ensnared me and I find myself being of the [Root.Religion.GetName] faith.	Forgive me, [Root.Religion.GetRandomGodNameCap] for I have sinned! The heretical ways of my rival has ensnared me and I find myself being of the [Root.Religion.GetName] faith.
EVTOPTA100442	Maybe this isn't so bad...	Maybe this isn't so bad...
EVTDESC100443	On the behest of [FromFrom.GetTitledFirstName] we, [From.GetTitledFirstName], agree that you should be denied communion and be excommunicated! May God have mercy on your soul.\n\n[From.GetTitledFirstName]	On the behest of [FromFrom.GetTitledFirstName] we, [From.GetTitledFirstName], agree that you should be denied communion and be excommunicated! May God have mercy on your soul.\n\n[From.GetTitledFirstName]
EVTOPTA100443	What!?	What!?
EVTDESC100444	[Root.GetTitledFirstName], we would like to thank you for your warning about the heretical [From.GetTitledFirstName] among our subjects.\n\n[FromFrom.GetTitledFirstName]	[Root.GetTitledFirstName], we would like to thank you for your warning about the heretical [From.GetTitledFirstName] among our subjects.\n\n[FromFrom.GetTitledFirstName]
EVTOPTA100444	I only did what any [Root.Religion.GetName] should do	I only did what any [Root.Religion.GetName] should do
EVTDESC100445	After some consideration we have decided not to excommunicate the supposed heretic you warned us about as we cannot find any incriminating evidence against the your rival. [From.Religion.GetRandomGodNameCap] be with you.\n\n[From.GetTitledFirstName]	After some consideration we have decided not to excommunicate the supposed heretic you warned us about as we cannot find any incriminating evidence against the your rival. [From.Religion.GetRandomGodNameCap] be with you.\n\n[From.GetTitledFirstName]
EVTOPTA100445	Oh well, it was worth a try...	Oh well, it was worth a try...
EVTDESC100450	My liege [Root.Liege.GetTitledFirstName] has no idea what a treacherous and despicable person that [Root.GetManWoman] is! My rival fawns over our liege and [Root.Liege.GetTitledFirstName] seems to like the flattery my rival pours over [Root.Liege.GetHerHim]...	My liege [Root.Liege.GetTitledFirstName] has no idea what a treacherous and despicable person that [Root.GetManWoman] is! My rival fawns over our liege and [Root.Liege.GetTitledFirstName] seems to like the flattery my rival pours over [Root.Liege.GetHerHim]...
EVTOTPA100450	I shall expose my rival as the snake [Root.GetSheHe] is!	I shall expose my rival as the snake [Root.GetSheHe] is!
EVTTOOLTIP100451	[Root.GetTitledFirstName] tells [This.GetTitledFirstName] what a despicable person [Root.GetHerHis] rival is	[Root.GetTitledFirstName] tells [This.GetTitledFirstName] what a despicable person [Root.GetHerHis] rival is
EVTOTPB100450	[Root.Liege.GetTitledFirstName] will soon know how treacherous that [Root.GetManWoman] can be...	[Root.Liege.GetTitledFirstName] will soon know how treacherous that [Root.GetManWoman] can be...
EVTDESC100451	'My liege, please listen to me! That [From.GetManWoman] you are so fond of is no more than a treacherous, despicable snake!'\n[From.GetTitledFirstName] tried to convince me to be more careful about my friends.	My liege, please listen to me! That [From.GetManWoman] you are so fond of is no more than a treacherous, despicable snake!'\n[From.GetTitledFirstName] tried to convince me to be more careful about my friends.
EVTOTPA100451	I did not know!	I did not know!
EVTTOOLTIP100453	[Root.Liege.GetTitledFirstName] shuns [Root.Liege.GetHerHis] former friend [This.GetTitledFirstName]	[Root.Liege.GetTitledFirstName] shuns [Root.Liege.GetHerHis] former friend [This.GetTitledFirstName]
EVTOTPB100451	I don't believe you! You are just jealous...	I don't believe you! You are just jealous...
EVTTOOLTIP100452	qualms are ignored by [Root.GetTitledFirstName]	qualms are ignored by [Root.GetTitledFirstName]
EVTDESC100452	The more I told [From.GetTitledFirstName] about the misdeeds my rival had done, the treachery and the despicable things I had seen with my own eyes, the more silent and brooding [From.GetTitledFirstName] became. I feared I may had overdone it, that my liege wouldn't believe me...	The more I told [From.GetTitledFirstName] about the misdeeds my rival had done, the treachery and the despicable things I had seen with my own eyes, the more silent and brooding  [From.GetTitledFirstName] became. I feared I may had overdone it, that my liege wouldn't believe me...
EVTOPTA100452	[From.GetTitledFirstName] believed every word I said!	[From.GetTitledFirstName] believed every word I said!
EVTOPTB100452	[From.GetTitledFirstName] called me a liar!	[From.GetTitledFirstName] called me a liar!
