#CODE	ENGLISH	ENGLISH
#MODIFIER_COMBAT_RATING	Combat Rating	Combat Rating
CR_DIFF_LOWER_THAN	Combat Rating Difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!	Combat Rating Difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!
EVTOPTJ_WoL_5203	Xolotl.	Tuoni.
EVTOPTK_WoL_5203	Veles.	Xolotl.
EVTOPTL_WoL_5203	Guruhi.	Veles.
EVTOPTM_WoL_5203	Darkness.	Guruhi.
EVTOPTN_WoL_5203	Ahriman.	Darkness.
EVTOPTO_WoL_5203	Satan.	Ahriman.
EVTOPTP_WoL_5203	Vinayaka.	Satan.
EVTOPTQ_WoL_5203	Mara.	Vinayaka.
EVTOPTR_WoL_5203	Punisher.	Mara.
EVTDESC_WoL_5204_good	Your dog is growing quickly and is no longer a little puppy. He runs fast and has a keen nose, and your dog handlers praise his good character.	Punisher.
EVTDESC_WoL_5204_bad	Your dog is growing quickly and is no longer a little puppy. He runs fast and has a keen nose. He bites hard too, as several of the dog handlers can testify.	Your dog is growing quickly and is no longer a little puppy. He runs fast and has a keen nose, and your dog handlers praise his good character.
EVTOPTA_WoL_5204	Good dog!	Your dog is growing quickly and is no longer a little puppy. He runs fast and has a keen nose. He bites hard too, as several of the dog handlers can testify.
EVTOPTB_WoL_5204	Hmm...	Good dog!
opinion_nice_dog	Nice Dog	Hmm...
opinion_nice_dog_children	Nice Dog	Nice dog
EVTDESC_WoL_5210	Your faithful hunting dog is always around, and always happy to see you. It is good to have such a faithful friend.	Nice dog
EVTOPTA_WoL_5210	If only people were as trustworthy.	Your faithful hunting dog is always around, and always happy to see you. It is good to have such a faithful friend.
EVTDESC_WoL_5211	Everyone at court loves your dog. Especially the children find much joy in playing with him.	If only people were as trustworthy.
EVTOPTA_WoL_5211	And he loves them.	Everyone at court loves your dog. Especially the children find much joy in playing with him.
EVTDESC_WoL_5220	Your hunting dog needs proper training if he is to perform well during hunts. Perhaps you should take a hand in this yourself?	And he loves them.
EVTOPTA_WoL_5220	Yes, I will train him personally.	Your hunting dog needs proper training if he is to perform well during hunts. Perhaps you should take a hand in this yourself?
EVTOPTB_WoL_5220	No, I have people employed for that.	Yes, I will train him personally.
trains_dog	You will spend time outside training your dog.	No, I have people employed for that.
EVTDESC_WoL_5221	In the past months you have been spending a lot of time outside, training your trusty hunting dog. You find that the combination of daily physical exercise and fresh air are doing wonders for your health and constitution.	You will spend time outside training your dog.
EVTOPTA_WoL_5221	Faithful, catch!	In the past months you have been spending a lot of time outside, training your trusty hunting dog. You find that the combination of daily physical exercise and fresh air are doing wonders for your health and constitution.
EVTOPTB_WoL_5221	Hunter, catch!	Faithful, catch!
EVTOPTC_WoL_5221	Tricky, catch!	Hunter, catch!
EVTOPTD_WoL_5221	Lucifer, catch!	Tricky, catch!
EVTOPTE_WoL_5221	Shaytan, catch!	Lucifer, catch!
EVTOPTF_WoL_5221	Fenrir, catch!	Shaytan, catch!
EVTOPTG_WoL_5221	Erlik, catch!	Fenrir, catch!
EVTOPTH_WoL_5221	Velnias, catch!	Erlik, catch!
EVTOPTI_WoL_5221	Tuoni, catch!	Velnias, catch!
EVTOPTJ_WoL_5221	Xolotl, catch!	Tuoni, catch!
EVTOPTK_WoL_5221	Veles, catch!	Xolotl, catch!
EVTOPTL_WoL_5221	Guruhi, catch!	Veles, catch!
EVTOPTM_WoL_5221	Darkness, catch!	Guruhi, catch!
EVTOPTN_WoL_5221	Ahriman, catch!	Darkness, catch!
EVTOPTO_WoL_5221	Satan, catch!	Ahriman, catch!
EVTOPTP_WoL_5221	Vinayaka, catch!	Satan, catch!
EVTOPTQ_WoL_5221	Mara, catch!	Vinayaka, catch!
EVTOPTR_WoL_5221	Punisher, catch!	Mara, catch!
EVTDESC_WoL_5230	Your hunting dog ran away and went roaming the castle. He was very aggressive, chasing several servants and sending them fleeing in terror. He then came upon the favorite dog of one of your courtiers and attacked it and killed it.	Punisher, catch!
EVTDESC_WoL_5231	Today at court, your hunting dog suddenly flew into a rage, tore loose, and attacked one of your courtiers!	Your hunting dog ran away and went roaming the castle. He was very aggressive, chasing several servants and sending them fleeing in terror. He then came upon the favorite dog of one of your courtiers and attacked it and killed it.
EVTOPTA_WoL_5231	Heel!	Today at court, your hunting dog suddenly started raging, tore loose and attacked one of your courtiers!
EVTOPTB_WoL_5231	Kill! Kill!	Heel!
EVTDESC_WoL_5290	Your faithful and trusted hunting dog has finally taken his last breath. Long has he served you since you first received him as a puppy, but now it's time to bury your old friend.	Kill! Kill!
EVTOPTA_WoL_5290	I will bury him quietly in the castle garden.	Your faithful and trusted hunting dog has finally taken his last breath. Long has he served you since you first received him as a puppy, but now it's time to bury your old friend.
EVTOPTB_WoL_5290	He deserves a proper funeral.	I will bury him quietly in the castle garden.
EVTOPTC_WoL_5290	A pyramid for Faithful!	He deserves a propel funeral.
EVTOPTD_WoL_5290	A pyramid for Hunter!	A pyramid for Faithful!
EVTOPTE_WoL_5290	A pyramid for Tricky!	A pyramid for Hunter!
EVTOPTF_WoL_5290	A pyramid for Lucifer!	A pyramid for Tricky!
EVTOPTG_WoL_5290	A pyramid for Shaytan!	A pyramid for Lucifer!
EVTOPTH_WoL_5290	A pyramid for Fenrir!	A pyramid for Shaytan!
EVTOPTI_WoL_5290	A pyramid for Erlik!	A pyramid for Fenrir!
EVTOPTJ_WoL_5290	A pyramid for Velnias!	A pyramid for Erlik!
EVTOPTK_WoL_5290	A pyramid for Tuoni!	A pyramid for Velnias!
EVTOPTL_WoL_5290	A pyramid for Xolotl!	A pyramid for Tuoni!
EVTOPTM_WoL_5290	A pyramid for Veles!	A pyramid for Xolotl!
EVTOPTN_WoL_5290	A pyramid for Guruhi!	A pyramid for Veles!
EVTOPTO_WoL_5290	A pyramid for Darkness!	A pyramid for Guruhi!
EVTOPTP_WoL_5290	A pyramid for Ahriman!	A pyramid for Darkness!
EVTOPTQ_WoL_5290	A pyramid for Satan!	A pyramid for Ahriman!
EVTOPTR_WoL_5290	A pyramid for Vinayaka!	A pyramid for Satan!
EVTOPTS_WoL_5290	A pyramid for Mara!	A pyramid for Vinayaka!
EVTOPTT_WoL_5290	A pyramid for Punisher!	A pyramid for Mara!
CHARVIEW_DIPLOMATIC_RELATIONS	Diplomacy:	A pyramid for Punisher!
BUILDING_CHECKSUM	Building Checksum...	Diplomacy:
invite_to_party	Invite to Carousing	Building Checksum...
invite_to_party_desc	Invite [Root.GetTitledFirstName] to a private feast.	Invite to Carousing
organizing_party	Preparing a Small Feast	Invite [Root.GetTitledFirstName] to a private feast.
organizing_party_desc	This character is preparing a small feast. This is a private function as opposed to the public court feasts.	Preparing a Small Feast
opinion_declined_party	Declined Invitation	This character is preparing a small feast. This is a private function as opposed to the public court feasts.
opinion_carousing	Carousing	Declined Invitation
party_carousing	Carousing!	Carousing
party_carousing_desc	This character is holding a small feast with a few select companions. This is a private function as opposed to the public court feasts.	Carousing!
carouser	Carouser	This character is holding a small feast with a few select companions. This is a private function as opposed to the public court feasts.
carouser_desc	This character likes to throw parties and have a good time with friends.	Carouser
dedicated_carouser	Dedicated Carouser	This character likes to throw parties and have a good time with friends.
dedidacted_carouser_desc	This character loves to throw parties and have a good time with friends.	Dedicated Carouser
opinion_condemned_decadence	Condemned Decadence	This character loves to throw parties and have a good time with friends.
cannibal	Cannibal	Condemned Decadence
cannibal_desc	This character likes people...	Cannibal
beaten_up	Beaten Up	This character likes people...
beaten_up_desc	This character was in a fight and ended up quite badly bruised.	Beaten Up
vice_royalty_duke_female_byzantine	Strategitissa	This character was in a fight and ended up quite badly bruised.
vice_royalty_king_female_byzantine	Exarchessa	Strategitissa
epic_hangover	Epic Hangover	Exarchessa
epic_hangover_desc	Sometimes you can take carousing and revelry too far. At such times, there is a price to pay.	Epic Hangover
EVTDESC_WoL_4000	Dear [Root.GetFirstName],\nI would like to invite you to join me for a small gathering of friends, to dine and drink and forget about the world outside for a little while. Please be prepared to reserve a few days for this, in case we get truly into the spirit of the proceedings.\n\nYours,\n[FromFrom.GetTitledName]	Sometimes you can take carousing and revelry too far. At such times, there is a price to pay.
EVTOPTA_WoL_4000	Of course I will come!	Dear [Root.GetFirstName],\n\nI would like to invite you to join me for a small gathering of friends, to dine and drink and forget about the world outside for a little while. Please be prepared to reserve a few days for this, in case we get truly into the spirit of the proceedings.\n\nYours,\n[FromFrom.GetTitledName]
EVTOPTB_WoL_4000	Unfortunately I can't.	Of course I will come!
EVTOPTC_WoL_4000	[FromFrom.GetHerHis] open decadence is shameful and I will tell [FromFrom.GetHerHim] so!	Unfortunately I can't.
EVTDESC_WoL_4001	Dear [GetFromReverseRelation],\n\nOf course I will come feast with you. I will bring my best appetite for revelry!\n\nYours,\n[From.GetTitledName]	[FromFrom.GetHerHis] open decadence is shameful and I will tell [FromFrom.GetHerHim] so!
EVTOPTA_WoL_4001	This should be fun!	Dear [GetFromReverseRelation],\n\nOf course I will come to feast with you. I will bring my best appetite for revelry!\n\nYours,\n[From.GetTitledName]
EVTDESC_WoL_4002	Dear [GetFromReverseRelation],\n\nUnfortunately I cannot join you for merrymaking at this time. But thank you for your kind invitation.\n\nUntil next time,\n[From.GetTitledName]	This should be fun!
EVTOPTA_WoL_4002	Ah, [From.GetSheHe] doesn't know what [From.GetSheHe]'s missing.	Dear [GetFromReverseRelation],\n\nUnfortunately I cannot join your for merrymaking at this time. But thank you for your kind invitation.\n\nUntil next time,\n[From.GetTitledName]
EVTDESC_WoL_4003	Dear [GetFromReverseRelation],\n\nIt saddens me that you have turned into such a decadent wretch. Surely, [From.Religion.GetRandomEvilGodName] is laughing at your escapades but I for my part refuse to partake in them.\n\nIn hope of your eventual redemption,\n[From.GetTitledName]	Ah, [From.GetSheHe] doesn't know what [From.GetSheHe]'s missing.
EVTOPTA_WoL_4003	What??	Dear [GetFromReverseRelation],\n\nIt saddens me that you have turned into such a decadent wretch. Surely, [From.Religion.GetRandomEvilGodName] is laughing at your escapades but I for my part refuse to partake in them.\n\nIn hope of your eventual redemption,\n[From.GetTitledName]
EVTOPTB_WoL_4003	At least [From.Religion.GetRandomEvilGodName] has a sense of humor.	What??
EVTDESC_WoL_4011	Unfortunate circumstances have forced me to cancel the bout of carousing that I had planned.	At least [From.Religion.GetRandomEvilGodName] has a sense of humor.
EVTDESC_WoL_4012	Dear [GetFromReverseRelation],\n\nUnfortunate circumstances force me to cancel the bout of carousing and merrymaking that we had planned. We will have to make up for it when times are happier.\n\nUntil then,\n[From.GetTitledName]	Unfortunate circumstances have forced me to cancel the bout of carousing that I had planned.
EVTDESC_WoL_4015	No one accepted my inviation to carousing. One person makes no feast, so I will have to postpone it for later.	Dear [GetFromReverseRelation],\n\nUnfortunate circumstances force me to cancel the bout of carousing and merrymaking that we had planned. We will have to make up for it when times are happier.\n\nUntil then,\n[From.GetTitledName]
EVTOPTA_WoL_4015	People are so boring!	No one accepted my inviation to carousing. One person makes no feast, so I will have to postpone it for later.
EVTDESC_WoL_4030	Your guests have arrived for the private feast you have arranged. It's time to let the carousing and merriment begin!	People are so boring!
EVTOPTA_WoL_4030	Let's get it started!	Your guests have arrived for the private feast you have arranged. It's time to let the carousing and merriment begin!
EVTDESC_WoL_4031	You have arrived at the private rooms of [From.GetTitledFirstName]. There is plenty of food and drink here, and the mood is decidedly merry. You are looking forward to this.	Let's get it started!
EVTOPTA_WoL_4031	Let's get... it started!	You have arrived at the private rooms of [From.GetTitledFirstName]. There is plenty of food and drink here, and the mood is decidedly merry. You are looking forward to this.
EVTDESC_WoL_4101	Late into the third day of feasting, you sit awake, alone, contemplating the revelries. Next to you on a couch lies one of your companions, sleeping a deep drunken sleep, defenceless and beautiful, skin glowing in the candlelight.	Let's get... it started!
EVTOPTA_WoL_4101	How peaceful this is.	Late into the third day of feasting, you sit awake, alone, contemplating the revelries. Next to you on a couch lies one of your companions, sleeping a deep drunken sleep, defenceless and beautiful, skin glowing in the candlelight.
EVTOPTB_WoL_4101	I think I will try some...	How peaceful this is.
EVTDESC_WoL_4111	Several days of feasting together, the attraction is growing, and I know we're thinking of the same thing here...	I think I will try some...
EVTOPTA_WoL_4111	Let's do it!	Several days of feasting together, the attraction is growing, and I know we're thinking of the same thing here...
EVTOPTC_WoL_4111	No, we'd better not.	Let's do it!
EVTDESC_WoL_4112	Several days of feasting together, and you have several times caught [From.GetFirstName] looking at you in that 'special' way. Finally, after a late cup of wine, [From.GetSheHe] puts [From.GetHerHis] arms around you and whispers a delicious proposal in your ear...	No, we'd better not.
EVTOPTA_WoL_4112	Yes!	Several days of feasting together, and you have several times caught [From.GetFirstName] looking at you in that 'special' way. Finally, after a late cup of wine, [From.GetSheHe] puts [From.GetHerHis] arms around you and whispers a delicious proposal in your ear...
EVTOPTB_WoL_4112	No!	Yes!
EVTDESC_WoL_4113	[From.GetFirstName] acceeded to your advances, and you spend the rest of the night together, enjoying each other...	No!
EVTOPTA_WoL_4113	I hope I'm not too drunk to remember this later!	[From.GetFirstName] acceeded to your advances, and you spend the rest of the night together, enjoying each other...
EVTDESC_WoL_4114	[From.GetFirstName] declined your amorous advances. You excuse yourself, then return to the pleasures of the table. Soon, the embarrassing moment is forgotten... almost.	I hope I'm not too drunk to remember this later!
EVTOPTA_WoL_4114	Cheers!	[From.GetFirstName] declined your amorous advances. You excuse yourself, then return to the pleasures of the table. Soon, the embarrassing moment is forgotten... almost.
EVTDESC_WoL_4120	These days of revelry are an excellent escape. So many laughs and so many intense conversations in such short a time... it brings you closer to your companions, you feel like good friends already.	Cheers!
EVTOPTA_WoL_4120	You're my... best friend!	These days of revelry are an excellent escape. So many laughs and so many intense conversations in such short a time... it brings you closer to your companions, you feel like good friends already.
EVTDESC_WoL_4131	Is it the drink? Is it something someone said? You don't remember, honestly, but someone has to pay! Fight!	You're my... best friend!
EVTOPTA_WoL_4131	Put'em up!	Is it the drink? Is it something someone said? You don't remember, honestly, but someone has to pay! Fight!
EVTDESC_WoL_4132	Good drinks and food, carousing, everything's fine. Or was fine, until [From.GetTitledFirstName] unexpectedly threw a fit of rage. You're not sure why, but [From.GetSheHe]'s coming at you right now with [From.GetHerHis] fists up.	Put'em up!
EVTOPTA_WoL_4132	Well, if that's what you want!	Good drinks and food, carousing, everything's fine. Or was fine, until [From.GetTitledFirstName] unexpectedly threw a fit of rage. You're not sure why, but [From.GetSheHe]'s coming at you right now with [From.GetHerHis] fists up.
EVTOPTB_WoL_4132	Listen to me and calm down...	Well, if that's what you want!
EVTOPTC_WoL_4132	I must escape and hide!	Listen to me and calm down...
EVTDESC_WoL_4133_fight	[From.GetTitledFirstName] put up a good fight, in spite of being just as inebriated as you. After a while you were both exhausted and had to call it a draw.	I must escape and hide!
EVTOPTA_WoL_4133	Ooh, that hurts!	[From.GetTitledFirstName] put up a good fight, in spite of being just as inebriated as you. After a while you were both exhausted and had to call it a draw.
EVTDESC_WoL_4133_talk	[From.GetTitledFirstName] started speaking to you calmly, explaining that there was no need to be upset. You considered for a moment, and then realized that [From.GetSheHe] was right. You ended up sitting down to eat and drink together again.	Ooh, that hurts!
EVTOPTB_WoL_4133	I honestly don't remember what I was so angry about.	[From.GetTitledFirstName] started speaking to you calmly, explaining that there was no need to be upset. You considered for a moment, and then realized that [From.GetSheHe] was right. You ended up sitting down to eat and drink together again.
EVTDESC_WoL_4133_hide	At the last moment, [From.GetSheHe] ran out, after throwing a chair at you and making you stumble. You searched everywhere but couldn't find [From.GetHerHim].	I honestly don't remember what I was so angry about.
EVTOPTC_WoL_4133	Maybe it's just as well. I'm not even angry anymore.	At the last moment, [From.GetSheHe] ran out, after throwing a chair at you and making you stumble. You searched everywhere but couldn't find [From.GetHerHim].
EVTDESC_WoL_4141	This party needs some action! I'm going to get undressed. Then perhaps, yes, I'll bring some animals in here, and maybe, yes that spear. And, and... set fire to the table, roast the food over it, then... where are my pants? Oh, right, I took them off! What now, hahaha, there you are, oh, ouch!! I just sat on the spear, how... amusing. I don't know, why is everybody laughing - this is great!	Maybe it's just as well. I'm not even angry anymore.
EVTOPTA_WoL_4141	Pass me the wine!	This party needs some action! I'm going to get undressed. Then perhaps, yes, I'll bring some animals in here, and maybe, yes that spear. And, and... set fire to the table, roast the food over it, then... where are my pants? Oh, right, I took them off! What now, hahaha, there you are, oh, ouch!! I just sat on the spear, how... amusing. I don't know, why is everybody laughing - this is great!
EVTDESC_WoL_4142	[From.GetTitledFirstName] is feasting and revelling like a lunatic. You can hardly stand up, you're laughing so hard.	Pass me the wine!
EVTOPTA_WoL_4142	I must invite [From.GetHerHim] more often!	[From.GetTitledFirstName] is feasting and revelling like a lunatic. You can hardly stand up, you're laughing so hard.
EVTDESC_WoL_4151	We're having a great time carousing. My comrades say I should slow down on the drink, but that's all nonsense.	I must invite [From.GetHerHim] more often!
EVTOPTA_WoL_4151	I can handle it!	We're having a great time carousing. My comrades say I should slow down on the drink, but that's all nonsense.
EVTDESC_WoL_4152_non_drunkard	[From.GetTitledFirstName] is clearly going overboard with [From.GetHerHis] drinking.	I can handle it!
EVTDESC_WoL_4152_drunkard	[From.GetTitledFirstName] is drinking like a champion!	[From.GetTitledFirstName] is clearly going overboard with [From.GetHerHis] drinking.
EVTOPTA_WoL_4152	[From.GetSheHeCap] should take it easier.	[From.GetTitledFirstName] is drinking like a champion!
EVTOPTB_WoL_4152	Cheers!	[From.GetSheHeCap] should take it easier.
EVTDESC_WoL_4800	The revelling and carousing is over... for now. Time to get back to real life.	Cheers!
EVTOPTA_WoL_4800	Well, it was fun.	The revelling and carousing is over... for now. Time to get back to real life.
EVTOPTB_WoL_4800	This is the real life!	Well, it was fun.
EVTOPTC_WoL_4800	Life is all about enjoying the company of others.	This is the real life!
POSS_PRONOUN_FEM	her	Life is all about enjoying the company of others.
OBJ_PRONOUN_FEM	her	her
CURRENT_FOCUS	This is your current focus.	her
CANNOT_CANCEL_CURRENT_FOCUS	Your current focus cannot be cancelled.	This is your current focus.
CHOOSE_NEW_FOCUS	§GClick to Choose a new Focus§!	Your current focus cannot be cancelled.
studying_the_stars	Studying the Stars	§GClick to Choose a new Focus§!
studying_the_stars_desc	This character has built an observatory and spends any clear nights studying the stars above...	Studying the Stars
heliocentrist_scholar	Heliocentrist Scholar	This character has built an observatory and spends any clear nights studying the stars above...
heliocentrist_scholar_desc	This character has done research to prove that the Earth revolves around the Sun.	Heliocentrist Scholar
weird_scholar	Weird Scholar	This character has done research to prove that the Earth revolves around the Sun.
weird_scholar_desc	This character has done research into the strange and mysterious...	Weird Scholar
the_necronomicon	The Necronomicon	This character has done research into the strange and mysterious...
the_necronomicon_desc	This character possesses a copy of the mysterious book known as The Necronomicon.	The Necronomicon
build_observatory	Build Observatory	This character possesses a copy of the mysterious book known as The Necronomicon.
build_observatory_desc	I can invest in building an observatory to start studying the stars and other celestial bodies. Who knows what I might learn?	Build Observatory
EVTDESC_WoL_6000	You have begun construction of an observatory. It will take some time to collect all the necessary materials and get everything in order.	I can invest in building an observatory to start studying the stars and other celestial bodies. Who knows what I might learn?
EVTOPTA_WoL_6000	I can't wait!	You have begun construction of an observatory. It will take some time to collect all the necessary materials and get everything in order.
EVTDESC_WoL_6010	Your observatory is finally ready. It is with great anticipation that you prepare to make your first observations.	I can't wait!
EVTOPTA_WoL_6010	I wonder what strange things I will discover.	Your observatory is finally ready. It is with great anticipation that you prepare to make your first observations.
EVTDESC_WoL_6020	You have spent many nights looking at the stars in your observatory. It is truly fascinating, there are so many questions to ask...	I wonder what strange things I will discover.
EVTOPTA_WoL_6020	How do the stars move?	You have spent many nights looking at the stars in your observatory. It is truly fascinating, there are so many questions to ask...
EVTOPTB_WoL_6020	Is there something... strange out there?	How do the stars move?
EVTDESC_WoL_6100	Observing the movements of the stars at night, you have begun to see some regular patterns. These observations, however, have raised many new questions. You are starting to wonder, for example, if the Earth is really at the center of it all.	Is there something... strange out there?
EVTOPTA_WoL_6100	Interesting...	Observing the movements of the stars at night, you have begun to see some regular patterns. These observations, however, have raised many new questions. You are starting to wonder, for example, if the Earth is really at the center of it all.
EVTDESC_WoL_6110	The reasearch you conduct in your observatory at night is proving deeply fascinating. You could push your studies further, but you'd need to purchase more equipment for it to be meaningful.	Interesting...
EVTOPTA_WoL_6110	I must move forward!	The reasearch you conduct in your observatory at night is proving deeply fascinating. You could push your studies further, but you'd need to purchase more equipment for it to be meaningful.
EVTOPTB_WoL_6110	No, this is proving too expensive.	I must move forward!
EVTDESC_WoL_6122	One morning, your [GetFromRelation] [From.GetTitledFirstName] comes to see you. [From.GetSheHeCap] says: 'I am worried. I have heard that you are spending late nights studying the sky and entertaining heretical notions about the cosmos. I would ask that you stop, for your own sake.'	No, this is proving too expensive.
EVTOPTA_WoL_6122	Don't worry, I'm fine...	One morning, your [GetFromRelation] [From.GetTitledFirstName] comes to see you. [From.GetSheHeCap] says: 'I am worried. I have heard that you are spending late nights studying the sky and entertaining heretical notions about the cosmos. I would ask that you stop, for your own sake.'
EVTOPTB_WoL_6122	Stay out of my business!	Don't worry, I'm fine...
EVTOPTC_WoL_6122	It is not what you think, I am only... writing poetry.	Stay out of my business!
EVTDESC_WoL_6130	You nightly studies of the movements of the celestial bodies are increasing your knowledge of a great many things. You feel that you are getting closer to understanding the universe.	It is not what you think, I am only... writing poetry.
EVTOPTA_WoL_6130	I sense a harmony out there...	You nightly studies of the movements of the celestial bodies are increasing your knowledge of a great many things. You feel that you are getting closer to understanding the universe.
EVTDESC_WoL_6140	Working in your observatory, lately you are often frustrated by broken equipment, weeks on end of cloudy weather and frequent interruptions by curious intruders and even animals. It's very hard to maintain concentration and get anything done.	I sense a harmony out there...
EVTOPTA_WoL_6140	I must persist, the truth is out there.	Working in your observatory, lately you are often frustrated by broken equipment, weeks on end of cloudy weather and frequent interruptions by curious intruders and even animals. It's very hard to maintain concentration and get anything done.
EVTOPTB_WoL_6140	It's no use!	I must persist, the truth is out there.
EVTDESC_WoL_6152	Dear [Root.GetTitledName],\nI have been told that you are pursuing studies in fields that deny the truths of [Root.Religion.GetRandomGodName]. I am certain that such rumors are only slander and that you would never do such a thing. If it were true, however, I would be most disappointed.\n\nIn the name of [Root.Religion.GetRandomGodName],\n[From.GetTitledName]	It's no use!
EVTOPTA_WoL_6152	The [From.GetTitle] should stay out of my business!	Dear [Root.GetTitledName],\nI have been told that you are pursuing studies in fields that deny the truths of [Root.Religion.GetRandomGodName]. I am certain that such rumors are only slander and that you would never do such a thing. If it were true, however, I would be most disappointed.\n\nIn the name of [Root.Religion.GetRandomGodName],\n[From.GetTitledName]
EVTOPTB_WoL_6152	The best answer to this is silence.	The [From.GetTitle] should stay out of my business!
EVTOPTC_WoL_6152	I must not challenge conventional wisdom.	The best answer to this is silence.
EVTDESC_WoL_6160	You studies of the celestial spheres are progressing well. You see movements and relationships that you had never dared guess at. It seems clear to you now that the laws that guide the movements of the stars must also be reflected on Earth in some way..	I must not challenge conventional wisdom.
EVTOPTA_WoL_6160	And what is Earth?	You studies of the celestial spheres are progressing well. You see movements and relationships that you had never dared guess at. It seems clear to you now that the laws that guide the movements of the stars must also be reflected on Earth in some way..
EVTDESC_WoL_6170	You are sure you have made a breakthrough in your studies. Yes, it cannot be otherwise. The Earth is round, and it revolves around the Sun. How little we know of the Universe!	And what is Earth?
EVTOPTA_WoL_6170	I must publish my findings!	You are sure you have made a breakthrough in your studies. Yes, it cannot be otherwise. The Earth is round, and it revolves around the Sun. How little we know of the Universe!
EVTOPTB_WoL_6170	I will continue my studies in secret.	I must publish my findings!
EVTOPTC_WoL_6170	I will stop with this achievement.	I will continue my studies in secret.
EVTOPTD_WoL_6170	No! This is [Root.Religion.GetRandomEvilGodName] speaking!	I will stop with this achievement.
EVTDESC_WoL_6300	Observing the stars at night, you have begun to sense some irregular movements. You also notice that some stars seem to appear and disappear at odd times. You need to study this more...	No! This is [Root.Religion.GetRandomEvilGodName] speaking!
EVTOPTA_WoL_6300	That star there disappears when I look directly at it.	Observing the stars at night, you have begun to sense some irregular movements. You also notice that some stars seem to appear and disappear at odd times. You need to study this more...
EVTDESC_WoL_6322	One morning, your [GetFromRelation] [From.GetTitledFirstName] comes to see you. [From.GetSheHeCap] says: 'I am worried. I have heard that you are spending late nights staring at the sky, speaking in odd riddles and entertaining heretical notions about the cosmos. I would ask that you stop, for your own sake.'	That star there disappears when I look directly at it.
EVTOPTA_WoL_6322	I am only admiring the beauty of the stars.	One morning, your [GetFromRelation] [From.GetTitledFirstName] comes to see you. [From.GetSheHeCap] says: 'I am worried. I have heard that you are spending late nights staring at the sky, speaking in odd riddles and entertaining heretical notions about the cosmos. I would ask that you stop, for your own sake.'
EVTOPTB_WoL_6322	There are strange things out there and I need to see them!	I am only admiring the beauty of the stars.
EVTOPTC_WoL_6322	What you heard are lies.	There are strange things out there and I need to see them!
EVTDESC_WoL_6330	The studies you have conducted in your observatory have convinced you that there are many strange things beyond the known cosmos. There are few sources and no one to share knowledge with you, however. But you have heard of a strange old scholar in the Arabian Desert who is rumored to possess vast knowledge of the weird.	What you heard are lies.
EVTOPTA_WoL_6330	I will go and see him.	The studies you have conducted in your observatory have convinced you that there are many strange things beyond the known cosmos. There are few sources and no one to share knowledge with you, however. But you have heard of a strange old scholar in the Arabian Desert who is rumored to possess vast knowledge of the weird.
EVTOPTB_WoL_6330	No, this frightens me. I should stop.	I will go and see him.
EVTTITLE_WoL_6331	The Necronomicon	No, this frightens me. I should stop.
EVTDESC_WoL_6331	You arrive at the abode of the strange old scholar Ibrahim. After some persuasion, he invites you in. You speak at length, and he tells of you of the scholar Abdul the Mad, who knew many things of the strange spheres beyond and of talking beings that are not human. You find out that Abdul the Mad wrote a book called the Necronomicon, in which he recorded many strange and unholy truths. Ibrahim says that as he is impressed by your sincerity and desire for knowledge, he can sell you a copy of the book. He tells you to beware, however, as too much intense study of the Necronomicon is said to drive the reader insane...	The Necronomicon
EVTOPTA_WoL_6331	Yes, I must have it!	You arrive at the abode of the strange old scholar Ibrahim. After some persuasion, he invites you in. You speak at length, and he tells of you of the scholar Abdul the Mad, who knew many things of the strange spheres beyond and of talking beings that are not human. You find out that Abdul the Mad wrote a book called the Necronomicon, in which he recorded many strange and unholy truths. Ibrahim says that as he is impressed by your sincerity and desire for knowledge, he can sell you a copy of the book. He tells you to beware, however, as too much intense study of the Necronomicon is said to drive the reader insane...
EVTOPTB_WoL_6331	No, thanks.	Yes, I must have it!
EVTDESC_WoL_6336	Shortly after the death of your [GetFromRelation] [From.GetTitledFirstNameWithNick], you are brought a strange piece of news. It seems that [From.GetHerHis] library was raided, the only item stolen being a strange old book of Arabian origin. Two servants who were in the library at the time were found dead, though witnesses refused to describe the state of the bodies.	No, thanks.
EVTOPTA_WoL_6336	Strange...	Shortly after the death of your [GetFromRelation] [From.GetTitledFirstNameWithNick], you are brought a strange piece of news. It seems that [From.GetHerHis] library was raided, the only item stolen being a strange old book of Arabian origin. Two servants who were in the library at the time were found dead, though witnesses refused to describe the state of the bodies.
EVTDESC_WoL_6340	Working in your observatory, you are often disturbed by strange noises, uncannily large insects carrying away smaller pieces of equipment and odd human-like figures spying on you and then disappearing into the night before you can confront them. You really struggle to maintain concentration and get anything done.	Strange...
EVTOPTA_WoL_6340	I must focus!	Working in your observatory, you are often disturbed by strange noises, uncannily large insects carrying away smaller pieces of equipment and odd human-like figures spying on you and then disappearing into the night before you can confront them. You really struggle to maintain concentration and get anything done.
EVTOPTB_WoL_6340	It's no use, I should give this up.	I must focus!
EVTDESC_WoL_6350	The book you bought from the strange desert scholar has proven quite useful for gaining new ideas and insights in your studies of the stars and what lies beyond. It does, however, contain some quite disturbing texts and images, things that lead towards a level of understanding that might make one... mad.	It's no use, I should give this up.
